year,make,model,EngineSize,Cylinders,CombFuelEconomy,CO2Emmisions,CO2Rating
2016,ACURA,ILX,2.4,4,8.1,189,7
2016,ACURA,MDX SH-AWD,3.5,6,11.1,254,5
2016,ACURA,MDX SH-AWD ELITE,3.5,6,10.7,251,5
2016,ACURA,RDX AWD,3.5,6,10.7,249,5
2016,ACURA,RLX,3.5,6,10,235,5
2016,ACURA,RLX HYBRID,3.5,6,7.7,180,7
2016,ACURA,TLX,2.4,4,8.3,196,7
2016,ACURA,TLX SH-AWD,3.5,6,9.6,226,5
2016,ALFA ROMEO,4C,1.8,4,8.4,197,7
2016,ASTON MARTIN,DB9 GT,5.9,12,15.6,365,2
2016,ASTON MARTIN,RAPIDE S,6,12,14.2,332,3
2016,ASTON MARTIN,VANQUISH,6,12,14.8,346,3
2016,ASTON MARTIN,V8 VANTAGE,4.7,8,14.7,343,3
2016,ASTON MARTIN,V8 VANTAGE,4.7,8,15.5,362,2
2016,ASTON MARTIN,VANTAGE GT,4.7,8,14.7,343,3
2016,ASTON MARTIN,VANTAGE GT,4.7,8,15.5,362,2
2016,ASTON MARTIN,V8 VANTAGE S,4.7,8,14.7,343,3
2016,ASTON MARTIN,V8 VANTAGE S,4.7,8,15.5,362,2
2016,ASTON MARTIN,V12 VANTAGE S,6,12,16.5,390,2
2016,AUDI,A3,1.8,4,8.7,204,6
2016,AUDI,A3 CABRIOLET QUATTRO,2,4,8.9,208,6
2016,AUDI,A3 QUATTRO,2,4,8.6,201,7
2016,AUDI,A4,2,4,8.9,212,6
2016,AUDI,A4 ALLROAD QUATTRO,2,4,9.9,232,5
2016,AUDI,A4 QUATTRO,2,4,9.6,224,6
2016,AUDI,A4 QUATTRO,2,4,9.1,214,6
2016,AUDI,A5 CABRIOLET QUATTRO,2,4,9.8,230,5
2016,AUDI,A5 QUATTRO,2,4,9.6,224,6
2016,AUDI,A5 QUATTRO,2,4,9.1,214,6
2016,AUDI,A6 QUATTRO,2,4,9.2,211,6
2016,AUDI,A6 QUATTRO,3,6,9.9,232,5
2016,AUDI,A7 QUATTRO,3,6,9.9,232,5
2016,AUDI,A8 QUATTRO,3,6,10.5,247,5
2016,AUDI,A8 QUATTRO,4,8,10.7,249,5
2016,AUDI,A8L QUATTRO,4,8,10.9,255,5
2016,AUDI,A8L QUATTRO,6.3,12,14.2,332,3
2016,AUDI,Q3,2,4,10.3,242,5
2016,AUDI,Q3 QUATTRO,2,4,10.3,240,5
2016,AUDI,Q5 HYBRID QUATTRO,2,4,8.9,209,6
2016,AUDI,Q5 QUATTRO,2,4,10.4,244,5
2016,AUDI,Q5 QUATTRO,3,6,11.4,267,5
2016,AUDI,RS7 QUATTRO,4,8,13.1,309,4
2016,AUDI,S3 QUATTRO,2,4,9,211,6
2016,AUDI,S4 QUATTRO,3,6,11,257,5
2016,AUDI,S4 QUATTRO,3,6,11.7,273,4
2016,AUDI,S5 QUATTRO,3,6,11,257,5
2016,AUDI,S5 QUATTRO,3,6,11.7,273,4
2016,AUDI,S5 CABRIOLET QUATTRO,3,6,11.4,266,5
2016,AUDI,S6 QUATTRO,4,8,11.3,263,5
2016,AUDI,S7 QUATTRO,4,8,11.4,265,5
2016,AUDI,S8 QUATTRO,4,8,13.4,311,4
2016,AUDI,SQ5 QUATTRO,3,6,12.2,285,4
2016,AUDI,TT COUPE QUATTRO,2,4,9.1,209,6
2016,AUDI,TT ROADSTER QUATTRO,2,4,9.1,209,6
2016,AUDI,TTS COUPE QUATTRO,2,4,9.5,222,6
2016,BENTLEY,CONTINENTAL GT,6,12,15.4,360,2
2016,BENTLEY,CONTINENTAL GT CONVERTIBLE,4,8,13.8,322,3
2016,BENTLEY,CONTINENTAL GT CONVERTIBLE,6,12,16,375,2
2016,BENTLEY,FLYING SPUR,4,8,13.8,322,3
2016,BENTLEY,FLYING SPUR,6,12,16,375,2
2016,BENTLEY,MULSANNE,6.8,8,17.5,408,2
2016,BMW,228i,2,4,8.4,197,7
2016,BMW,228i,2,4,9,211,6
2016,BMW,228i xDRIVE,2,4,8.8,207,6
2016,BMW,228i xDRIVE CABRIOLET,2,4,8.9,209,6
2016,BMW,320i,2,4,8.4,197,7
2016,BMW,320i,2,4,9,211,6
2016,BMW,320i xDRIVE,2,4,8.8,207,6
2016,BMW,328d xDRIVE,2,4,6.8,183,7
2016,BMW,328d xDRIVE TOURING,2,4,6.8,183,7
2016,BMW,328i xDRIVE,2,4,8.9,209,6
2016,BMW,328i xDRIVE GRAN TURISMO,2,4,8.9,209,6
2016,BMW,328i xDRIVE TOURING,2,4,8.9,209,6
2016,BMW,335i xDRIVE GRAN TURISMO,3,6,10.2,238,5
2016,BMW,340i,3,6,9.3,217,6
2016,BMW,340i,3,6,9.9,231,5
2016,BMW,340i xDRIVE,3,6,9.3,216,6
2016,BMW,340i xDRIVE,3,6,10.3,241,5
2016,BMW,428i CABRIOLET,2,4,8.9,211,6
2016,BMW,428i COUPE,2,4,8.4,197,7
2016,BMW,428i COUPE,2,4,9,211,6
2016,BMW,428i GRAN COUPE,2,4,8.9,211,6
2016,BMW,428i GRAN COUPE,2,4,9,210,6
2016,BMW,428i xDRIVE CABRIOLET,2,4,9.4,221,6
2016,BMW,428i xDRIVE COUPE,2,4,8.9,209,6
2016,BMW,428i xDRIVE GRAN COUPE,2,4,8.9,209,6
2016,BMW,435i CABRIOLET,3,6,9.9,232,5
2016,BMW,435i COUPE,3,6,9.9,232,5
2016,BMW,435i COUPE,3,6,10.5,246,5
2016,BMW,435i xDRIVE CABRIOLET,3,6,10.2,238,5
2016,BMW,435i xDRIVE COUPE,3,6,10.2,238,5
2016,BMW,435i xDRIVE COUPE,3,6,10.5,247,5
2016,BMW,435i xDRIVE GRAN COUPE,3,6,10.2,238,5
2016,BMW,528i xDRIVE,2,4,8.9,209,6
2016,BMW,535d xDRIVE,3,6,7.9,212,6
2016,BMW,535i xDRIVE,3,6,10.2,238,5
2016,BMW,535i xDRIVE GRAN TURISMO,3,6,11.2,263,5
2016,BMW,550i xDRIVE,4.4,8,12.3,288,4
2016,BMW,550i xDRIVE GRAN TURISMO,4.4,8,12.1,283,4
2016,BMW,640i xDRIVE CABRIOLET,3,6,10.2,238,5
2016,BMW,640i xDRIVE GRAN COUPE,3,6,10.2,238,5
2016,BMW,650i xDRIVE CABRIOLET,4.4,8,12.1,283,4
2016,BMW,650i xDRIVE COUPE,4.4,8,12.3,288,4
2016,BMW,650i xDRIVE GRAN COUPE,4.4,8,12.1,283,4
2016,BMW,750i xDRIVE,4.4,8,12.1,283,4
2016,BMW,750Li xDRIVE,4.4,8,12.1,283,4
2016,BMW,ACTIVEHYBRID 5,3,6,9.4,219,6
2016,BMW,ALPINA B6 xDRIVE GRAN COUPE,4.4,8,12.1,283,4
2016,BMW,M2,3,6,10.4,244,5
2016,BMW,M2,3,6,11.1,260,5
2016,BMW,M235i,3,6,9.9,232,5
2016,BMW,M235i,3,6,10.4,245,5
2016,BMW,M235i CABRIOLET,3,6,9.9,232,5
2016,BMW,M235i CABRIOLET,3,6,10.5,246,5
2016,BMW,M235i xDRIVE,3,6,10.2,238,5
2016,BMW,M235i xDRIVE CABRIOLET,3,6,10.2,238,5
2016,BMW,M3,3,6,12.1,284,4
2016,BMW,M3,3,6,11.6,271,4
2016,BMW,M4 CABRIOLET,3,6,12.1,282,4
2016,BMW,M4 CABRIOLET,3,6,11.8,278,4
2016,BMW,M4 COUPE,3,6,12.1,284,4
2016,BMW,M4 COUPE,3,6,11.6,271,4
2016,BMW,M5,4.4,8,14.7,344,3
2016,BMW,M5,4.4,8,13.7,321,3
2016,BMW,M6,4.4,8,14.7,344,3
2016,BMW,M6,4.4,8,13.7,321,3
2016,BMW,M6 CABRIOLET,4.4,8,14.7,344,3
2016,BMW,M6 CABRIOLET,4.4,8,13.7,321,3
2016,BMW,M6 GRAN COUPE,4.4,8,14.7,344,3
2016,BMW,M6 GRAN COUPE,4.4,8,13.7,321,3
2016,BMW,X1 xDRIVE28i,2,4,9.2,215,6
2016,BMW,X3 xDRIVE28d,2,4,7.9,211,6
2016,BMW,X3 xDRIVE28i,2,4,9.9,231,5
2016,BMW,X3 xDRIVE35i,3,6,10.9,257,5
2016,BMW,X4 M40i,3,6,11.3,264,5
2016,BMW,X4 xDRIVE28i,2,4,10.2,238,5
2016,BMW,X4 xDRIVE35i,3,6,10.9,257,5
2016,BMW,X5 M,4.4,8,14.6,343,3
2016,BMW,X5 xDRIVE35d,3,6,8.9,233,5
2016,BMW,X5 xDRIVE35i,3,6,11.5,269,5
2016,BMW,X5 xDRIVE50i,4.4,8,13.8,322,3
2016,BMW,X6 M,4.4,8,14.6,343,3
2016,BMW,X6 xDRIVE35i,3,6,11.5,269,5
2016,BMW,X6 xDRIVE50i,4.4,8,13.8,322,3
2016,BMW,Z4 sDRIVE28i,2,4,9.1,212,6
2016,BMW,Z4 sDRIVE28i,2,4,9,211,6
2016,BMW,Z4 sDRIVE35i,3,6,12.1,282,4
2016,BMW,Z4 sDRIVE35is,3,6,12.1,282,4
2016,BUICK,ENCLAVE,3.6,6,13.4,315,4
2016,BUICK,ENCLAVE AWD,3.6,6,13.7,323,3
2016,BUICK,ENCORE,1.4,4,8.5,199,7
2016,BUICK,ENCORE AWD,1.4,4,9.2,215,6
2016,BUICK,ENCORE SPORT TOURING,1.4,4,7.8,182,7
2016,BUICK,ENCORE SPORT TOURING AWD,1.4,4,8.2,192,7
2016,BUICK,ENVISION AWD,2,4,10.6,248,5
2016,BUICK,LACROSSE FFV,3.6,6,11.4,268,5
2016,BUICK,LACROSSE FFV,3.6,6,15.8,260,5
2016,BUICK,LACROSSE eASSIST,2.4,4,8.2,193,7
2016,BUICK,LACROSSE AWD FFV,3.6,6,11.7,274,4
2016,BUICK,LACROSSE AWD FFV,3.6,6,15.8,263,5
2016,BUICK,REGAL,2,4,9.8,231,5
2016,BUICK,REGAL,2,4,9.8,230,5
2016,BUICK,REGAL eASSIST,2.4,4,8.2,193,7
2016,BUICK,REGAL AWD,2,4,10.7,252,5
2016,BUICK,VERANO,2,4,9.8,231,5
2016,BUICK,VERANO,2,4,9.8,230,5
2016,BUICK,VERANO,2.4,4,9.6,224,6
2016,CADILLAC,ATS,2,4,9.2,215,6
2016,CADILLAC,ATS,2,4,10.3,240,5
2016,CADILLAC,ATS,2.5,4,9.1,214,6
2016,CADILLAC,ATS,3.6,6,9.9,233,5
2016,CADILLAC,ATS AWD,2,4,9.4,221,6
2016,CADILLAC,ATS AWD,3.6,6,10.5,247,5
2016,CADILLAC,ATS-V,3.6,6,12.5,293,4
2016,CADILLAC,ATS-V,3.6,6,12.4,289,4
2016,CADILLAC,CT6,2,4,9.5,222,6
2016,CADILLAC,CT6 AWD,3,6,11.2,263,5
2016,CADILLAC,CT6 AWD,3.6,6,11,257,5
2016,CADILLAC,CTS,2,4,9.5,221,6
2016,CADILLAC,CTS,3.6,6,9.9,233,5
2016,CADILLAC,CTS AWD,2,4,9.8,229,5
2016,CADILLAC,CTS AWD,3.6,6,10.5,247,5
2016,CADILLAC,CTS Vsport,3.6,6,12.5,293,4
2016,CADILLAC,CTS-V,6.2,8,14.1,332,3
2016,CADILLAC,ESCALADE 4WD,6.2,8,13.9,325,3
2016,CADILLAC,SRX,3.6,6,12.3,287,4
2016,CADILLAC,SRX AWD,3.6,6,12.8,300,4
2016,CADILLAC,XTS,3.6,6,11.3,263,5
2016,CADILLAC,XTS AWD,3.6,6,11.6,273,4
2016,CADILLAC,XTS Vsport AWD,3.6,6,12.8,302,4
2016,CHEVROLET,CAMARO,2,4,9.3,218,6
2016,CHEVROLET,CAMARO,2,4,9.8,229,5
2016,CHEVROLET,CAMARO,3.6,6,10.6,248,5
2016,CHEVROLET,CAMARO,3.6,6,11.2,261,5
2016,CHEVROLET,CAMARO SS,6.2,8,11.6,272,4
2016,CHEVROLET,CAMARO SS,6.2,8,12.1,284,4
2016,CHEVROLET,CITY EXPRESS,2,4,9.4,220,6
2016,CHEVROLET,COLORADO,2.5,4,10.5,247,5
2016,CHEVROLET,COLORADO,2.5,4,10.8,253,5
2016,CHEVROLET,COLORADO,2.8,4,9.4,252,5
2016,CHEVROLET,COLORADO,3.6,6,11.3,265,5
2016,CHEVROLET,COLORADO 4WD,2.5,4,11.3,265,5
2016,CHEVROLET,COLORADO 4WD,2.8,4,10.3,277,4
2016,CHEVROLET,COLORADO 4WD,3.6,6,11.9,279,4
2016,CHEVROLET,CORVETTE,6.2,8,11.7,275,4
2016,CHEVROLET,CORVETTE,6.2,8,11.2,263,5
2016,CHEVROLET,CORVETTE Z06,6.2,8,14.3,335,3
2016,CHEVROLET,CORVETTE Z06,6.2,8,13.4,313,4
2016,CHEVROLET,CRUZE,1.4,4,6.8,159,8
2016,CHEVROLET,CRUZE,1.4,4,7.1,167,8
2016,CHEVROLET,CRUZE PREMIER,1.4,4,6.9,160,8
2016,CHEVROLET,CRUZE LIMITED,1.4,4,7.8,184,7
2016,CHEVROLET,CRUZE LIMITED,1.4,4,7.8,182,7
2016,CHEVROLET,CRUZE LIMITED,1.8,4,8.8,207,6
2016,CHEVROLET,CRUZE LIMITED,1.8,4,8.1,190,7
2016,CHEVROLET,CRUZE LIMITED ECO,1.4,4,7.7,181,7
2016,CHEVROLET,CRUZE LIMITED ECO,1.4,4,7.1,167,8
2016,CHEVROLET,EQUINOX,2.4,4,9.1,214,6
2016,CHEVROLET,EQUINOX,3.6,6,12.1,285,4
2016,CHEVROLET,EQUINOX FFV,2.4,4,9.1,214,6
2016,CHEVROLET,EQUINOX FFV,2.4,4,13.4,221,6
2016,CHEVROLET,EQUINOX AWD,2.4,4,10,235,5
2016,CHEVROLET,EQUINOX AWD,3.6,6,12.8,300,4
2016,CHEVROLET,EQUINOX AWD FFV,2.4,4,10,235,5
2016,CHEVROLET,EQUINOX AWD FFV,2.4,4,14.2,236,5
2016,CHEVROLET,EXPRESS 2500 PASSENGER,6,8,18.8,441,1
2016,CHEVROLET,EXPRESS 3500 PASSENGER,6,8,19.8,465,1
2016,CHEVROLET,IMPALA,2.5,4,9.2,215,6
2016,CHEVROLET,IMPALA FFV,3.6,6,10.6,248,5
2016,CHEVROLET,IMPALA FFV,3.6,6,14.5,239,5
2016,CHEVROLET,IMPALA DUAL FUEL,3.6,6,11.9,272,4
2016,CHEVROLET,IMPALA DUAL FUEL,3.6,6,12.7,213,6
2016,CHEVROLET,MALIBU,1.5,4,7.6,179,7
2016,CHEVROLET,MALIBU,2,4,9,211,6
2016,CHEVROLET,MALIBU LIMITED,2.5,4,8.6,202,6
2016,CHEVROLET,MALIBU HYBRID,1.8,4,5.1,122,9
2016,CHEVROLET,SILVERADO,5.3,8,12.7,298,4
2016,CHEVROLET,SILVERADO,6.2,8,14,328,3
2016,CHEVROLET,SILVERADO FFV,4.3,6,11.9,280,4
2016,CHEVROLET,SILVERADO FFV,4.3,6,17.1,284,4
2016,CHEVROLET,SILVERADO FFV,5.3,8,12.7,298,4
2016,CHEVROLET,SILVERADO FFV,5.3,8,17.2,286,4
2016,CHEVROLET,SILVERADO 4WD,5.3,8,13.1,307,4
2016,CHEVROLET,SILVERADO 4WD,6.2,8,14.2,332,3
2016,CHEVROLET,SILVERADO 4WD FFV,4.3,6,12.6,296,4
2016,CHEVROLET,SILVERADO 4WD FFV,4.3,6,18.1,301,4
2016,CHEVROLET,SILVERADO 4WD FFV,5.3,8,13.1,306,4
2016,CHEVROLET,SILVERADO 4WD FFV,5.3,8,17.8,295,4
2016,CHEVROLET,SILVERADO eASSIST 4WD,5.3,8,13,304,4
2016,CHEVROLET,SONIC,1.4,4,8,188,7
2016,CHEVROLET,SONIC,1.4,4,7.5,175,8
2016,CHEVROLET,SONIC,1.8,4,8.3,195,7
2016,CHEVROLET,SONIC,1.8,4,8,187,7
2016,CHEVROLET,SONIC RS,1.4,4,8.4,195,7
2016,CHEVROLET,SONIC RS,1.4,4,8,189,7
2016,CHEVROLET,SONIC 5,1.4,4,8,188,7
2016,CHEVROLET,SONIC 5,1.4,4,7.5,175,8
2016,CHEVROLET,SONIC 5,1.8,4,8.3,195,7
2016,CHEVROLET,SONIC 5,1.8,4,8,187,7
2016,CHEVROLET,SONIC 5 RS,1.4,4,8.4,195,7
2016,CHEVROLET,SONIC 5 RS,1.4,4,8,189,7
2016,CHEVROLET,SPARK,1.4,4,6.7,157,8
2016,CHEVROLET,SPARK,1.4,4,6.9,162,8
2016,CHEVROLET,SUBURBAN,5.3,8,13,304,4
2016,CHEVROLET,SUBURBAN FFV,5.3,8,13,304,4
2016,CHEVROLET,SUBURBAN FFV,5.3,8,17.6,288,4
2016,CHEVROLET,SUBURBAN 4WD,5.3,8,13.3,312,4
2016,CHEVROLET,SUBURBAN 4WD FFV,5.3,8,13.3,312,4
2016,CHEVROLET,SUBURBAN 4WD FFV,5.3,8,19.1,317,3
2016,CHEVROLET,TAHOE,5.3,8,13,304,4
2016,CHEVROLET,TAHOE FFV,5.3,8,13,304,4
2016,CHEVROLET,TAHOE FFV,5.3,8,17.6,288,4
2016,CHEVROLET,TAHOE 4WD,5.3,8,13.2,310,4
2016,CHEVROLET,TAHOE 4WD FFV,5.3,8,13.2,310,4
2016,CHEVROLET,TAHOE 4WD FFV,5.3,8,18,300,4
2016,CHEVROLET,TRAVERSE,3.6,6,13.4,315,4
2016,CHEVROLET,TRAVERSE AWD,3.6,6,13.7,323,3
2016,CHEVROLET,TRAX,1.4,4,8.2,193,7
2016,CHEVROLET,TRAX,1.4,4,8.1,190,7
2016,CHEVROLET,TRAX 4WD,1.4,4,8.7,205,6
2016,CHRYSLER,200 FFV,2.4,4,8.5,198,7
2016,CHRYSLER,200 FFV,2.4,4,11.3,186,7
2016,CHRYSLER,200 FFV,3.6,6,10.2,239,5
2016,CHRYSLER,200 FFV,3.6,6,13.6,225,6
2016,CHRYSLER,200 AWD FFV,3.6,6,10.7,250,5
2016,CHRYSLER,200 AWD FFV,3.6,6,14.1,232,5
2016,CHRYSLER,300,3.6,6,10.3,240,5
2016,CHRYSLER,300 FFV,3.6,6,10.3,240,5
2016,CHRYSLER,300 FFV,3.6,6,13.9,229,5
2016,CHRYSLER,300 (MDS),5.7,8,12.3,289,4
2016,CHRYSLER,300 AWD,3.6,6,10.9,257,5
2016,CHRYSLER,300 AWD FFV,3.6,6,10.9,257,5
2016,CHRYSLER,300 AWD FFV,3.6,6,14.8,243,5
2016,CHRYSLER,TOWN & COUNTRY FFV,3.6,6,12,282,4
2016,CHRYSLER,TOWN & COUNTRY FFV,3.6,6,16.8,279,4
2016,DODGE,CHALLENGER,3.6,6,10.3,242,5
2016,DODGE,CHALLENGER,5.7,8,13.1,307,4
2016,DODGE,CHALLENGER,6.4,8,13.9,326,3
2016,DODGE,CHALLENGER (MDS),5.7,8,12.3,289,4
2016,DODGE,CHALLENGER (MDS),6.4,8,12.9,302,4
2016,DODGE,CHALLENGER SRT,6.4,8,13.9,326,3
2016,DODGE,CHALLENGER SRT (MDS),6.4,8,12.9,302,4
2016,DODGE,CHALLENGER SRT HELLCAT,6.2,8,14.5,339,3
2016,DODGE,CHALLENGER SRT HELLCAT,6.2,8,15.1,353,3
2016,DODGE,CHARGER,3.6,6,11.5,271,4
2016,DODGE,CHARGER,3.6,6,10.3,240,5
2016,DODGE,CHARGER FFV,3.6,6,11.5,271,4
2016,DODGE,CHARGER FFV,3.6,6,15.9,264,5
2016,DODGE,CHARGER FFV,3.6,6,10.3,240,5
2016,DODGE,CHARGER FFV,3.6,6,13.9,229,5
2016,DODGE,CHARGER (MDS),5.7,8,12.9,302,4
2016,DODGE,CHARGER (MDS),5.7,8,12.3,289,4
2016,DODGE,CHARGER (MDS),6.4,8,12.9,302,4
2016,DODGE,CHARGER AWD,3.6,6,10.9,257,5
2016,DODGE,CHARGER AWD FFV,3.6,6,10.9,257,5
2016,DODGE,CHARGER AWD FFV,3.6,6,14.8,243,5
2016,DODGE,CHARGER AWD (MDS),5.7,8,13.4,313,4
2016,DODGE,CHARGER SRT (MDS),6.4,8,12.9,302,4
2016,DODGE,CHARGER SRT HELLCAT,6.2,8,14.5,339,3
2016,DODGE,DART,2,4,8.1,189,7
2016,DODGE,DART,2.4,4,8.6,202,6
2016,DODGE,DART,2.4,4,8.8,205,6
2016,DODGE,DART FFV,2,4,8.6,201,6
2016,DODGE,DART FFV,2,4,11.5,187,7
2016,DODGE,DART GT,2.4,4,9.2,215,6
2016,DODGE,DART GT,2.4,4,8.8,207,6
2016,DODGE,DART TURBO AERO,1.4,4,7.3,171,8
2016,DODGE,DART TURBO AERO,1.4,4,7.3,171,8
2016,DODGE,DURANGO AWD,3.6,6,11.3,265,5
2016,DODGE,DURANGO AWD (MDS),5.7,8,14,329,3
2016,DODGE,GRAND CARAVAN FFV,3.6,6,11.8,276,4
2016,DODGE,GRAND CARAVAN FFV,3.6,6,16.4,269,5
2016,DODGE,JOURNEY,2.4,4,11.1,260,5
2016,DODGE,JOURNEY FFV,3.6,6,12.1,283,4
2016,DODGE,JOURNEY FFV,3.6,6,16.2,270,5
2016,DODGE,JOURNEY AWD,3.6,6,12.4,292,4
2016,DODGE,VIPER SRT,8.4,10,15.6,364,2
2016,FIAT,500 CABRIO,1.4,4,7.9,183,7
2016,FIAT,500 CABRIO,1.4,4,7.2,168,8
2016,FIAT,500 HATCHBACK,1.4,4,7.9,183,7
2016,FIAT,500 HATCHBACK,1.4,4,6.8,160,8
2016,FIAT,500 HATCHBACK TURBO,1.4,4,8.6,200,7
2016,FIAT,500 HATCHBACK TURBO,1.4,4,7.8,183,7
2016,FIAT,500 ABARTH CABRIO,1.4,4,8.6,200,7
2016,FIAT,500 ABARTH CABRIO,1.4,4,7.8,183,7
2016,FIAT,500 ABARTH HATCHBACK,1.4,4,8.6,200,7
2016,FIAT,500 ABARTH HATCHBACK,1.4,4,7.8,183,7
2016,FIAT,500L,1.4,4,9.4,218,6
2016,FIAT,500L,1.4,4,8.7,203,6
2016,FIAT,500L,1.4,4,8.3,194,7
2016,FIAT,500X,1.4,4,8.3,194,7
2016,FIAT,500X,2.4,4,9.3,217,6
2016,FIAT,500X AWD,2.4,4,9.6,224,6
2016,FORD,C-MAX HYBRID,2,4,6,140,9
2016,FORD,EDGE,2,4,9.8,231,5
2016,FORD,EDGE (Start/Stop),2,4,9.8,228,5
2016,FORD,EDGE,3.5,6,11.4,268,5
2016,FORD,EDGE AWD,2,4,10.3,240,5
2016,FORD,EDGE AWD,2.7,6,11.9,278,4
2016,FORD,EDGE AWD,3.5,6,11.8,278,4
2016,FORD,ESCAPE,1.6,4,8.9,208,6
